datetime,open,high,low,close,median,MA365,MA182,MA121,MA30,MA14,MA7,MA3,dMed%,d365%,d182%,d121%,d30%,d14%,d7%,d3%,a365,a182,a121,a30,a14,a7,a3,aMed,fastAvg,slowAvg,spread,spreadVel,orderScore,s14_30,s7_30,longBelow,longAbove,cluster%,vel%,acc%,vol%,crossMA365,crossMA182,crossMA121,crossMA30,crossMA14,crossMA7,crossMA3,crossMed,MA3_7,MA7_14,MA14_30,MA30_121,MA121_182,MA182_365
2010.01.18 00:00,1.02797,1.02906,1.02350,1.02476,1.02415,1.08126,1.03605,1.02282,1.03247,1.02415,1.02107,1.02286,0.0594,-5.2251,-1.0893,0.1894,-0.7471,0.0594,0.3612,0.1861,0,0,1,0,1,1,1,1,1.02269,1.04671,-0.024015,0.001378,-2,0,0,0,0,1.6518,0.2055,0.0683,0.0741,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2010.01.19 00:00,1.02475,1.03542,1.02273,1.03258,1.02751,1.08081,1.03578,1.02287,1.03220,1.02404,1.02395,1.02751,0.4938,-4.4620,-0.3091,0.9490,0.0370,0.8340,0.8430,0.4938,0,0,1,1,1,1,1,1,1.02516,1.04649,-0.021322,0.002693,-2,0,0,0,0,1.6507,0.1790,0.0872,0.0655,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2010.01.20 00:00,1.03251,1.04616,1.03230,1.04379,1.03206,1.08039,1.03560,1.02304,1.03206,1.02561,1.02899,1.03371,1.1364,-3.3878,0.7905,2.0284,1.1364,1.7721,1.4385,0.9751,0,1,1,1,1,1,1,1,1.02944,1.04634,-0.016907,0.004415,0,0,0,0,0,1.6491,0.1542,0.1112,0.0806,0,1,0,0,0,0,0,0,1,1,0,1,0,0
2010.01.21 00:00,1.04378,1.04946,1.04034,1.04252,1.03377,1.07996,1.03535,1.02316,1.03206,1.02638,1.03377,1.03963,0.8468,-3.4672,0.6921,1.8926,1.0132,1.5720,0.8468,0.2780,0,1,1,1,1,1,1,1,1.03326,1.04616,-0.012898,0.004009,0,0,1,0,0,1.6473,0.0142,0.1290,0.0744,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2010.01.22 00:00,1.04273,1.04429,1.03746,1.04116,1.03512,1.07953,1.03512,1.02336,1.03184,1.02814,1.03696,1.04249,0.5837,-3.5542,0.5837,1.7398,0.9030,1.2665,0.4048,-0.1276,0,1,1,1,1,1,0,1,1.03586,1.04600,-0.010137,0.002761,0,0,1,0,0,1.6459,0.0441,0.1436,0.0661,0,0,0,0,0,0,-1,0,1,1,0,1,0,0
2010.01.25 00:00,1.04052,1.04232,1.03673,1.03960,1.03488,1.07916,1.03488,1.02347,1.03145,1.03050,1.03993,1.04109,0.4559,-3.6659,0.4559,1.5757,0.7897,0.8830,-0.0317,-0.1434,0,1,1,1,1,0,0,1,1.03717,1.04584,-0.008664,0.001473,0,0,1,0,0,1.6446,0.0635,0.1437,0.0531,0,0,0,0,0,-1,0,0,1,1,0,1,0,0
2010.01.26 00:00,1.03973,1.04909,1.03780,1.04602,1.03466,1.07879,1.03466,1.02366,1.03176,1.03328,1.04262,1.04226,1.0983,-3.0379,1.0983,2.1838,1.3823,1.2327,0.3263,0.3608,0,1,1,1,1,1,1,1,1.03939,1.04570,-0.006318,0.002346,0,1,1,0,0,1.6431,0.0774,0.1815,0.0399,0,0,0,0,0,1,1,0,0,1,1,1,0,0
2010.01.27 00:00,1.04602,1.05242,1.04461,1.04915,1.03634,1.07839,1.03435,1.02391,1.03223,1.03634,1.04369,1.04492,1.2362,-2.7117,1.4304,2.4646,1.6390,1.2362,0.5231,0.4045,0,1,1,1,1,1,1,1,1.04165,1.04555,-0.003904,0.002414,2,1,1,0,0,1.6415,0.0857,0.0999,0.0339,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.01.28 00:00,1.04919,1.05538,1.04759,1.05241,1.03972,1.07800,1.03408,1.02414,1.03301,1.03972,1.04567,1.04919,1.2208,-2.3738,1.7728,2.7601,1.8776,1.2208,0.6448,0.3066,0,1,1,1,1,1,1,1,1.04486,1.04541,-0.000547,0.003357,2,1,1,0,0,1.6402,0.0964,0.0141,0.0415,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.01.29 00:00,1.05243,1.06404,1.04819,1.06052,1.04325,1.07761,1.03402,1.02442,1.03410,1.04325,1.04954,1.05403,1.6553,-1.5858,2.5632,3.5236,2.5551,1.6553,1.0462,0.6161,0,1,1,1,1,1,1,1,1.04894,1.04535,0.003590,0.004137,2,1,1,0,0,1.6394,0.2185,0.0214,0.0515,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.01 00:00,1.06143,1.06226,1.05529,1.05593,1.04637,1.07720,1.03399,1.02466,1.03498,1.04637,1.05281,1.05629,0.9138,-1.9743,2.1215,3.0522,2.0237,0.9138,0.2967,-0.0338,0,1,1,1,1,1,0,1,1.05182,1.04528,0.006538,0.002948,2,1,1,0,0,1.6390,0.3423,0.0265,0.0561,0,0,0,0,0,0,-1,0,1,1,1,1,0,0
2010.02.02 00:00,1.05594,1.06060,1.05406,1.05506,1.04862,1.07685,1.03395,1.02482,1.03592,1.04862,1.05461,1.05717,0.6145,-2.0238,2.0416,2.9509,1.8479,0.6145,0.0423,-0.1996,0,1,1,1,1,1,0,1,1.05347,1.04521,0.008259,0.001721,2,1,1,0,0,1.6389,0.4032,0.0354,0.0597,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.03 00:00,1.05506,1.05991,1.04972,1.05854,1.05009,1.07646,1.03393,1.02509,1.03722,1.05009,1.05649,1.05651,0.8046,-1.6650,2.3803,3.2632,2.0557,0.8046,0.1938,0.1921,0,1,1,1,1,1,1,1,1.05436,1.04516,0.009204,0.000945,2,1,1,0,0,1.6388,0.4831,0.0361,0.0620,0,0,0,0,0,0,1,0,1,1,1,1,0,0
2010.02.04 00:00,1.05879,1.06741,1.05798,1.06671,1.05251,1.07606,1.03394,1.02549,1.03872,1.05251,1.05935,1.06010,1.3492,-0.8686,3.1692,4.0197,2.6948,1.3492,0.6946,0.6232,0,1,1,1,1,1,1,1,1.05732,1.04516,0.012159,0.002956,2,1,1,0,0,1.6391,0.5522,0.1103,0.0673,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.05 00:00,1.06671,1.07937,1.06461,1.07232,1.05563,1.07571,1.03388,1.02601,1.04073,1.05563,1.06171,1.06586,1.5814,-0.3151,3.7185,4.5136,3.0352,1.5814,0.9991,0.6064,0,1,1,1,1,1,1,1,1.06106,1.04520,0.015867,0.003707,2,1,1,0,0,1.6393,0.6415,0.0281,0.0717,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.08 00:00,1.07520,1.07720,1.06831,1.07295,1.05896,1.07536,1.03378,1.02647,1.04246,1.05896,1.06512,1.07066,1.3210,-0.2239,3.7887,4.5281,2.9244,1.3210,0.7355,0.2139,0,1,1,1,1,1,1,1,1.06491,1.04520,0.019709,0.003842,2,1,1,0,0,1.6395,0.7227,0.0115,0.0729,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.09 00:00,1.07298,1.07458,1.06083,1.06413,1.06077,1.07500,1.03365,1.02691,1.04431,1.06077,1.06693,1.06980,0.3166,-1.0114,2.9491,3.6247,1.8983,0.3166,-0.2624,-0.5300,0,1,1,1,1,0,0,1,1.06583,1.04519,0.020648,0.000940,2,1,1,0,0,1.6393,0.8097,0.0307,0.0738,0,0,0,0,0,-1,-1,0,1,1,1,1,0,0
2010.02.10 00:00,1.06413,1.07198,1.06176,1.06756,1.06261,1.07465,1.03358,1.02733,1.04665,1.06261,1.06873,1.06821,0.4656,-0.6594,3.2880,3.9164,1.9978,0.4656,-0.1098,-0.0612,0,1,1,1,1,0,0,1,1.06652,1.04518,0.021337,0.000689,0,1,1,0,0,1.6392,0.9094,0.0106,0.0665,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2010.02.11 00:00,1.06763,1.07818,1.06261,1.07056,1.06443,1.07430,1.03358,1.02783,1.04903,1.06443,1.06950,1.06742,0.5761,-0.3481,3.5783,4.1570,2.0523,0.5761,0.0987,0.2945,0,1,1,1,1,1,1,1,1.06712,1.04524,0.021880,0.000543,0,1,1,0,0,1.6391,0.6899,0.0224,0.0665,0,0,0,0,0,1,1,0,0,1,1,1,0,0
2010.02.12 00:00,1.07054,1.08269,1.06993,1.07536,1.06591,1.07397,1.03360,1.02845,1.05161,1.06591,1.07011,1.07116,0.8864,0.1293,4.0400,4.5610,2.2584,0.8864,0.4904,0.3921,1,1,1,1,1,1,1,1,1.06906,1.04534,0.023719,0.001839,2,1,1,0,0,1.6394,0.4976,0.0127,0.0696,1,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.15 00:00,1.07679,1.08025,1.07531,1.07740,1.06806,1.07365,1.03359,1.02918,1.05428,1.06806,1.07100,1.07444,0.8746,0.3491,4.2383,4.6852,2.1927,0.8746,0.5974,0.2755,1,1,1,1,1,1,1,1,1.07117,1.04548,0.025692,0.001972,2,1,1,0,0,1.6395,0.3531,0.0020,0.0684,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2010.02.16 00:00,1.07742,1.07879,1.06525,1.06642,1.06919,1.07325,1.03352,1.02977,1.05616,1.06919,1.07146,1.07306,-0.2595,-0.6367,3.1832,3.5592,0.9717,-0.2595,-0.4704,-0.6188,0,1,1,1,0,0,0,0,1.07124,1.04551,0.025724,0.000032,2,1,1,0,0,1.6396,0.3047,0.0093,0.0610,-1,0,0,0,-1,-1,-1,-1,1,1,1,1,0,0
2010.02.17 00:00,1.06638,1.07972,1.06465,1.07830,1.07117,1.07288,1.03362,1.03046,1.05859,1.07117,1.07361,1.07404,0.6655,0.5053,4.3222,4.6425,1.8619,0.6655,0.4370,0.3966,1,1,1,1,1,1,1,1,1.07294,1.04565,0.027285,0.001561,2,1,1,0,0,1.6393,0.4561,0.0045,0.0578,1,0,0,0,1,1,1,1,1,1,1,1,0,0
2010.02.18 00:00,1.07833,1.08636,1.07480,1.08624,1.07255,1.07255,1.03380,1.03132,1.06103,1.07312,1.07674,1.07699,1.2767,1.2767,5.0725,5.3249,2.3760,1.2222,0.8819,0.8592,1,1,1,1,1,1,1,1,1.07562,1.04589,0.029728,0.002443,2,1,1,0,0,1.6391,0.6769,0.0571,0.0558,0,0,0,0,0,0,0,0,1,1,1,1,0,0
